Webpage,Preprocessed_Text,Preprocessed_Document
to/from,['to/from'],['tofrom']
"airport,",['airport'],['airport']
we'll,"[""'ll""]",['well']
Hotel,['hotel'],['hotel']
Packages,['packages'],['packag']
Orbitz,['orbitz'],['orbitz']
others,['others'],['other']
Save,['save'],['save']
Rooms.,['rooms'],['room']
you.SEARCH,['you.search'],['yousearch']
Rental.,['rental'],['rental']
SEEN,['seen'],['seen']
cookies,['cookies'],['cooki']
improve,['improve'],['improv']
online,['online'],['onlin']
experience,['experience'],['experi']
website.,['website'],['websit']
accept,['accept'],['accept']
continue,['continue'],['continu']
browsing,['browsing'],['brows']
normal,['normal'],['normal']
else,['else'],['els']
manage,['manage'],['manag']
browser,['browser'],['browser']
settings.,['settings'],['set']
"Okay,",['okay'],['okay']
Receive,['receive'],['receiv']
Deal,['deal'],['deal']
every,['every'],['everi']
Customer,['customer'],['custom']
Support,['support'],['support']
Need,['need'],['need']
customer,['customer'],['custom']
care,['care'],['care']
support,['support'],['support']
question,['question'],['question']
regarding,['regarding'],['regard']
plans?,['plans'],['plan']
Get,['get'],['get']
answers,['answers'],['answer']
Connect,['connect'],['connect']
Fly.comTM,['fly.comtm'],['flycomtm']
years,['years'],['year']
leader,['leader'],['leader']
tickets.,['tickets'],['ticket']
customers,['customers'],['custom']
used,['used'],['use']
providers.,['providers'],['provid']
London,['london'],['london']
Rome,['rome'],['rome']
New,['new'],['new']
York,['york'],['york']
Las,['las'],['la']
Vegas,['vegas'],['vega']
Paris,['paris'],['pari']
Destination,['destination'],['destin']
British,['british'],['british']
Airways,['airways'],['airway']
Emirates,['emirates'],['emir']
JetBlue,['jetblue'],['jetblu']
Korean,['korean'],['korean']
Air,['air'],['air']
Lufthansa,['lufthansa'],['lufthansa']
Special,['special'],['special']
Last,['last'],['last']
Minute,['minute'],['minut']
Domestic,['domestic'],['domest']
One,['one'],['one']
Way,['way'],['way']
Round,['round'],['round']
Trip,['trip'],['trip']
Us,['us'],['us']
Press,['press'],['press']
Room,['room'],['room']
Help,['help'],['help']
Contact,['contact'],['contact']
Privacy,['privacy'],['privaci']
Policy,['policy'],['polici']
Disclaimer,['disclaimer'],['disclaim']
Site,['site'],['site']
Map,['map'],['map']
Pakistan,['pakistan'],['pakistan']
Qatar,['qatar'],['qatar']
Loading...,"['loading', '...']",['load']
MDD,['mdd'],['mdd']
VerticaFare,['verticafare'],['verticafar']
Tracking,['tracking'],['track']
Dynamic,['dynamic'],['dynam']
Histogram,['histogram'],['histogram']
Strip,['strip'],['strip']
Boxever,['boxever'],['boxev']
ML,['ml'],['ml']
Homepage,['homepage'],['homepag']
Offers,['offers'],['offer']
Header,['header'],['header']
Checkin,['checkin'],['checkin']
Manage,['manage'],['manag']
Booking,['booking'],['book']
BPG,['bpg'],['bpg']
Desktop,['desktop'],['desktop']
Mobile,['mobile'],['mobil']
Complement,['complement'],['complement']
Journey,['journey'],['journey']
Link,['link'],['link']
IID,['iid'],['iid']
Results,['results'],['result']
Destinationprice,['destinationprice'],['destinationpric']
Discover,['discover'],['discov']
cta,['cta'],['cta']
Manual,['manual'],['manual']
(DefaultValue),['defaultvalue'],['defaultvalu']
(Default,['default'],['default']
Value),['value'],['valu']
logged,['logged'],['log']
due,['due'],['due']
inactivity,['inactivity'],['inact']
Upgrade,['upgrade'],['upgrad']
Privilege,['privilege'],['privileg']
Club,['club'],['club']
account,['account'],['account']
current,['current'],['current']
profile,['profile'],['profil']
name,['name'],['name']
match,['match'],['match']
passport?,['passport'],['passport']
Yes,['yes'],['ye']
Options,['options'],['option']
Continue,['continue'],['continu']
Title,['title'],['titl']
Gender,['gender'],['gender']
Male,['male'],['male']
Female,['female'],['femal']
First,['first'],['first']
input,['input'],['input']
background,['background'],['background']
Middle,['middle'],['middl']
Country/Region,['country/region'],['countryregion']
residence,['residence'],['resid']
Year,['year'],['year']
birth,['birth'],['birth']
Month,['month'],['month']
Date,['date'],['date']
Country,['country'],['countri']
dialing,['dialing'],['dial']
code,['code'],['code']
number,['number'],['number']
qmiles.portalprofcard.mobilenumbererror,['qmiles.portalprofcard.mobilenumbererror'],['qmilesportalprofcardmobilenumbererror']
Promo,['promo'],['promo']
Code,['code'],['code']
Optional,['optional'],['option']
Email,['email'],['email']
address,['address'],['address']
agree,['agree'],['agre']
terms,['terms'],['term']
conditions,['conditions'],['condit']
Programme.,['programme'],['programm']
receiving,['receiving'],['receiv']
communications,['communications'],['commun']
"post,",['post'],['post']
SMS,['sms'],['sm']
social,['social'],['social']
media,['media'],['media']
"account,",['account'],['account']
offers,['offers'],['offer']
news,['news'],['news']
"Club,",['club'],['club']
partner,['partner'],['partner']
market,['market'],['market']
research,['research'],['research']
time,['time'],['time']
time.,['time'],['time']
Cancel,['cancel'],['cancel']
JavaScript!,['javascript'],['javascript']
/content/pk/en/homepage,['/content/pk/en/homepage'],['contentpkenhomepag']
https://www.qatarairways.com/en-pk/search-results.html,"['https', '//www.qatarairways.com/en-pk/search-results.html']",['httpswwwqatarairwayscomenpksearchresultshtml']
Please,['please'],['pleas']
enter,['enter'],['enter']
term,['term'],['term']
Popular,['popular'],['popular']
searches,['searches'],['search']
Check,['check'],['check']
booking,['booking'],['book']
perfect,['perfect'],['perfect']
companion,['companion'],['companion']
Switch,['switch'],['switch']
app,['app'],['app']
Skip,['skip'],['skip']
content,['content'],['content']
QatarAirways-Logo,['qatarairways-logo'],['qatarairwayslogo']
privilege-club,['privilege-club'],['privilegeclub']
PRIVILEGE,['privilege'],['privileg']
CLUB,['club'],['club']
one-world,['one-world'],['oneworld']
en,['en'],['en']
Choose,['choose'],['choos']
region,['region'],['region']
Americas,['americas'],['america']
Europe,['europe'],['europ']
Africa,['africa'],['africa']
East,['east'],['east']
GCC,['gcc'],['gcc']
Asia-Pacific,['asia-pacific'],['asiapacif']
English,['english'],['english']
العربية-النسخة,['العربية-النسخة'],['العربيةالنسخة']
العالمية,['العالمية'],['العالمية']
Argentina,['argentina'],['argentina']
Español,['español'],['español']
Brasil,['brasil'],['brasil']
Português,['português'],['portuguê']
Canada,['canada'],['canada']
Français,['français'],['françai']
States,['states'],['state']
Latin,['latin'],['latin']
America,['america'],['america']
Armenia,['armenia'],['armenia']
Austria,['austria'],['austria']
Österreich,['österreich'],['österreich']
Deutsch,['deutsch'],['deutsch']
Azerbaijan,['azerbaijan'],['azerbaijan']
Belgium,['belgium'],['belgium']
Belgique,['belgique'],['belgiqu']
Bosnia,['bosnia'],['bosnia']
Herzegovina,['herzegovina'],['herzegovina']
Bulgaria,['bulgaria'],['bulgaria']
България,['българия'],['българия']
Български,['български'],['български']
Croatia,['croatia'],['croatia']
Hrvatska,['hrvatska'],['hrvatska']
hrvatski,['hrvatski'],['hrvatski']
Cyprus,['cyprus'],['cypru']
Czech,['czech'],['czech']
Republic,['republic'],['republ']
Česká,['česká'],['česká']
republika,['republika'],['republika']
česky,['česky'],['česki']
Denmark,['denmark'],['denmark']
Germany,['germany'],['germani']
Deutschland,['deutschland'],['deutschland']
España,['españa'],['españa']
Finland,['finland'],['finland']
France,['france'],['franc']
Georgia,['georgia'],['georgia']
Greece,['greece'],['greec']
Ελλάδα,['ελλάδα'],['ελλάδα']
Ελληνικά,['ελληνικά'],['ελληνικά']
Hungary,['hungary'],['hungari']
Magyarország,['magyarország'],['magyarország']
Magyar,['magyar'],['magyar']
Ireland,['ireland'],['ireland']
Italia,['italia'],['italia']
Italiano,['italiano'],['italiano']
Malta,['malta'],['malta']
Netherlands,['netherlands'],['netherland']
North,['north'],['north']
Macedonia,['macedonia'],['macedonia']
Norway,['norway'],['norway']
Poland,['poland'],['poland']
Polska,['polska'],['polska']
Polski,['polski'],['polski']
Portugal,['portugal'],['portug']
Romania,['romania'],['romania']
România,['românia'],['românia']
Română,['română'],['română']
Switzerland,['switzerland'],['switzerland']
Schweiz,['schweiz'],['schweiz']
Suisse,['suisse'],['suiss']
Serbia,['serbia'],['serbia']
Srbija,['srbija'],['srbija']
srpski,['srpski'],['srpski']
Sweden,['sweden'],['sweden']
Türkiye,['türkiye'],['türkiy']
Türkçe,['türkçe'],['türkçe']
Ukraine,['ukraine'],['ukrain']
Україна,['україна'],['україна']
Українська,['українська'],['українська']
Kingdom,['kingdom'],['kingdom']
Россия,['россия'],['россия']
Русский,['русский'],['русский']
УзбекистанРусский,['узбекистанрусский'],['узбекистанрусский']
Algérie,['algérie'],['algéri']
Angola,['angola'],['angola']
Botswana,['botswana'],['botswana']
Côte,['côte'],['côte']
d'Ivoire,"[""d'ivoire""]",['divoir']
Djibouti,['djibouti'],['djibouti']
Egypt,['egypt'],['egypt']
العربِيّة,['العربِيّة'],['العربية']
مصر,['مصر'],['مصر']
Ethiopia,['ethiopia'],['ethiopia']
Ghana,['ghana'],['ghana']
Kenya,['kenya'],['kenya']
المغرب,['المغرب'],['المغرب']
العربيّة,['العربيّة'],['العربية']
Maroc,['maroc'],['maroc']
Moçambique,['moçambique'],['moçambiqu']
Namibia,['namibia'],['namibia']
Nigeria,['nigeria'],['nigeria']
Rwanda,['rwanda'],['rwanda']
Senegal,['senegal'],['seneg']
Seychelles,['seychelles'],['seychel']
Somalia,['somalia'],['somalia']
Sudan,['sudan'],['sudan']
السودان,['السودان'],['السودان']
Tanzania,['tanzania'],['tanzania']
تونس,['تونس'],['تونس']
العربية,['العربية'],['العربية']
Tunisie,['tunisie'],['tunisi']
Uganda,['uganda'],['uganda']
Zambia,['zambia'],['zambia']
Zimbabwe,['zimbabwe'],['zimbabw']
Iran,['iran'],['iran']
ایران,['ایران'],['ایران']
فارسی,['فارسی'],['فارسی']
Iraq,['iraq'],['iraq']
العراق,['العراق'],['العراق']
Jordan,['jordan'],['jordan']
الأردن,['الأردن'],['الأردن']
Kuwait,['kuwait'],['kuwait']
الكويت,['الكويت'],['الكويت']
Lebanon,['lebanon'],['lebanon']
لبنان,['لبنان'],['لبنان']
Liban,['liban'],['liban']
Oman,['oman'],['oman']
عُمان,['عُمان'],['عمان']
قطر,['قطر'],['قطر']
Saudi,['saudi'],['saudi']
Arabia,['arabia'],['arabia']
المملكة,['المملكة'],['المملكة']
السعودية,['السعودية'],['السعودية']
Arab,['arab'],['arab']
الإمارات,['الإمارات'],['الإمارات']
المتحدة,['المتحدة'],['المتحدة']
Bahrain,['bahrain'],['bahrain']
البحرين,['البحرين'],['البحرين']
Australia,['australia'],['australia']
Bangladesh,['bangladesh'],['bangladesh']
Cambodia,['cambodia'],['cambodia']
China,['china'],['china']
中国,['中国'],['中国']
中文,['中文'],['中文']
Hong,['hong'],['hong']
"Kong,",['kong'],['kong']
中國香港,['中國香港'],['中國香港']
繁體中文,['繁體中文'],['繁體中文']
India,['india'],['india']
Indonesia,['indonesia'],['indonesia']
Bahasa,['bahasa'],['bahasa']
Japan,['japan'],['japan']
日本,['日本'],['日本']
日本語,['日本語'],['日本語']
Korea,['korea'],['korea']
대한민국,['대한민국'],['대한민국']
한국어,['한국어'],['한국어']
Malaysia,['malaysia'],['malaysia']
Maldives,['maldives'],['maldiv']
Myanmar,['myanmar'],['myanmar']
Nepal,['nepal'],['nepal']
Zealand,['zealand'],['zealand']
Philippines,['philippines'],['philippin']
Singapore,['singapore'],['singapor']
Sri,['sri'],['sri']
Lanka,['lanka'],['lanka']
"Taiwan,",['taiwan'],['taiwan']
中國台灣,['中國台灣'],['中國台灣']
Thailand,['thailand'],['thailand']
ประเทศไทย,['ประเทศไทย'],['ประเทศไทย']
ภาษาไทย,['ภาษาไทย'],['ภาษาไทย']
Vietnam,['vietnam'],['vietnam']
Việt,['việt'],['việt']
Nam,['nam'],['nam']
Tiếng,['tiếng'],['tiếng']
Казахстан,['казахстан'],['казахстан']
Explore,['explore'],['explor']
(current),['current'],['current']
Main,['main'],['main']
Menu,['menu'],['menu']
destinations,['destinations'],['destin']
Closed,['closed'],['close']
Asia,['asia'],['asia']
Pacific,['pacific'],['pacif']
Trending,['trending'],['trend']
Istanbul,['istanbul'],['istanbul']
"Washington,",['washington'],['washington']
D.C.,['d.c'],['dc']
Sydney,['sydney'],['sydney']
Chicago,['chicago'],['chicago']
AlUla,['alula'],['alula']
Phnom,['phnom'],['phnom']
Penh,['penh'],['penh']
Tokyo,['tokyo'],['tokyo']
(Haneda),['haneda'],['haneda']
Lyon,['lyon'],['lyon']
View,['view'],['view']
Visit,['visit'],['visit']
Stopover,['stopover'],['stopov']
Experience,['experience'],['experi']
Tours,['tours'],['tour']
activities,['activities'],['activ']
Transit,['transit'],['transit']
tours,['tours'],['tour']
details,['details'],['detail']
Plan,['plan'],['plan']
schedule,['schedule'],['schedul']
rentals,['rentals'],['rental']
Meet,['meet'],['meet']
greet,['greet'],['greet']
insurance,['insurance'],['insur']
requirements,['requirements'],['requir']
safely,['safely'],['safe']
oneworld,['oneworld'],['oneworld']
Groups,['groups'],['group']
Beyond,['beyond'],['beyond']
Business,['business'],['busi']
Meetings,['meetings'],['meet']
events,['events'],['event']
Corporate,['corporate'],['corpor']
Group,['group'],['group']
Sports,['sports'],['sport']
trip?,['trip'],['trip']
fly,['fly'],['fli']
allowance,['allowance'],['allow']
journey,['journey'],['journey']
Travelling,['travelling'],['travel']
children,['children'],['children']
pets,['pets'],['pet']
services,['services'],['servic']
airport,['airport'],['airport']
Hamad,['hamad'],['hamad']
Oryx,['oryx'],['oryx']
Duty,['duty'],['duti']
Free,['free'],['free']
Lounges,['lounges'],['loung']
Checking,['checking'],['check']
On-board,['on-board'],['onboard']
Qsuite,['qsuite'],['qsuit']
Dining,['dining'],['dine']
Onboard,['onboard'],['onboard']
Wi-Fi,['wi-fi'],['wifi']
In-flight,['in-flight'],['inflight']
entertainment,['entertainment'],['entertain']
assist,['assist'],['assist']
today,['today'],['today']
Enjoy,['enjoy'],['enjoy']
wide,['wide'],['wide']
range,['range'],['rang']
world-class,['world-class'],['worldclass']
services.,['services'],['servic']
Member,['member'],['member']
tiers,['tiers'],['tier']
benefits,['benefits'],['benefit']
Rewards,['rewards'],['reward']
Family,['family'],['famili']
Programme,['programme'],['programm']
Student,['student'],['student']
welcome,['welcome'],['welcom']
"Welcome,",['welcome'],['welcom']
Profile,['profile'],['profil']
Dashboard,['dashboard'],['dashboard']
Services,['services'],['servic']
Redeem,['redeem'],['redeem']
Avios/Qcredits,['avios/qcredits'],['aviosqcredit']
Activities,['activities'],['activ']
dashboard,['dashboard'],['dashboard']
Collect,['collect'],['collect']
Earn,['earn'],['earn']
Avios,['avios'],['avio']
Claim,['claim'],['claim']
missing,['missing'],['miss']
"Buy,",['buy'],['buy']
gift,['gift'],['gift']
transfer,['transfer'],['transfer']
Buy,['buy'],['buy']
Qpoints,['qpoints'],['qpoint']
Calculator,['calculator'],['calcul']
Cash,['cash'],['cash']
Spend,['spend'],['spend']
Collection,['collection'],['collect']
Log,['log'],['log']
partners.,['partners'],['partner']
Status,['status'],['statu']
Placeholder,['placeholder'],['placehold']
tier,['tier'],['tier']
QRewards,['qrewards'],['qreward']
Make,['make'],['make']
trips!,['trips'],['trip']
upcoming,['upcoming'],['upcom']
Check-in,['check-in'],['checkin']
open,['open'],['open']
Edit,['edit'],['edit']
Logout,['logout'],['logout']
Unlock,['unlock'],['unlock']
rewards,['rewards'],['reward']
award,['award'],['award']
upgrades,['upgrades'],['upgrad']
Pay,['pay'],['pay']
Entry,['entry'],['entri']
{Country},['country'],['countri']
swap,['swap'],['swap']
location,['location'],['locat']
Citizen,['citizen'],['citizen']
resident,['resident'],['resid']
X,['x'],['x']
Vaccination,['vaccination'],['vaccin']
status,['status'],['statu']
Fully,['fully'],['fulli']
vaccinated,['vaccinated'],['vaccin']
Select,['select'],['select']
Vaccine,['vaccine'],['vaccin']
fully,['fully'],['fulli']
provided,['provided'],['provid']
"courtesy,",['courtesy'],['courtesi']
although,['although'],['although']
updated,['updated'],['updat']
"regularly,",['regularly'],['regularli']
recommended,['recommended'],['recommend']
frequently,['frequently'],['frequent']
check,['check'],['check']
rapid,['rapid'],['rapid']
changes,['changes'],['chang']
"conditions,",['conditions'],['condit']
verify,['verify'],['verifi']
entry,['entry'],['entri']
independent,['independent'],['independ']
enquiries,['enquiries'],['enquiri']
trip.,['trip'],['trip']
documents,['documents'],['document']
still,['still'],['still']
interested,['interested'],['interest']
travelling,['travelling'],['travel']
{destination}?,['destination'],['destin']
limited,['limited'],['limit']
seats,['seats'],['seat']
available.,['available'],['avail']
Complete,['complete'],['complet']
secure,['secure'],['secur']
Return,['return'],['return']
Passengers,['passengers'],['passeng']
book,['book'],['book']
online-exclusive,['online-exclusive'],['onlineexclus']
directly,['directly'],['directli']
us.,['us'],['us']
within,['within'],['within']
hours,['hours'],['hour']
Plans,['plans'],['plan']
change.,['change'],['chang']
fee-free,['fee-free'],['feefre']
cancellation,['cancellation'],['cancel']
select,['select'],['select']
types.,['types'],['type']
Benefit,['benefit'],['benefit']
incredible,['incredible'],['incred']
savings,['savings'],['save']
greater,['greater'],['greater']
flexibility.,['flexibility'],['flexibl']
Start,['start'],['start']
planning,['planning'],['plan']
Thinking,['thinking'],['think']
somewhere,['somewhere'],['somewher']
soon?,['soon'],['soon']
options,['options'],['option']
help,['help'],['help']
started.,['started'],['start']
fares,['fares'],['fare']
Elevate,['elevate'],['elev']
Purchase,['purchase'],['purchas']
add-ons,['add-ons'],['addon']
holiday,['holiday'],['holiday']
awaits,['awaits'],['await']
package,['package'],['packag']
Ready,['ready'],['readi']
around,['around'],['around']
corner.,['corner'],['corner']
prepare.,['prepare'],['prepar']
Download,['download'],['download']
special,['special'],['special']
requests?,['requests'],['request']
touch,['touch'],['touch']
Carry,['carry'],['carri']
extra,['extra'],['extra']
baggage,['baggage'],['baggag']
Fast-track,['fast-track'],['fasttrack']
Al,['al'],['al']
Maha,['maha'],['maha']
comfort,['comfort'],['comfort']
board,['board'],['board']
seat,['seat'],['seat']
latest,['latest'],['latest']
FromAutocomplete,['fromautocomplete'],['fromautocomplet']
selection.,['selection'],['select']
Enter,['enter'],['enter']
place.,['place'],['place']
cities,['cities'],['citi']
USA,['usa'],['usa']
breathtaking,['breathtaking'],['breathtak']
"landscapes,",['landscapes'],['landscap']
walk,['walk'],['walk']
sleepless,['sleepless'],['sleepless']
streets,['streets'],['street']
"Miami,",['miami'],['miami']
visit,['visit'],['visit']
family,['family'],['famili']
friends,['friends'],['friend']
States.,['states'],['state']
world,['world'],['world']
"flexibility,",['flexibility'],['flexibl']
upgrade,['upgrade'],['upgrad']
part-paying,['part-paying'],['partpay']
Avios.,['avios'],['avio']
Learn,['learn'],['learn']
mobile,['mobile'],['mobil']
app-exclusive,['app-exclusive'],['appexclus']
"offers,",['offers'],['offer']
personalised,['personalised'],['personalis']
"notifications,",['notifications'],['notif']
seamless,['seamless'],['seamless']
"functions,",['functions'],['function']
tracking,['tracking'],['track']
enjoy,['enjoy'],['enjoy']
programme,['programme'],['programm']
developed,['developed'],['develop']
specifically,['specifically'],['specif']
"mind,",['mind'],['mind']
offering,['offering'],['offer']
unparalleled,['unparalleled'],['unparallel']
"opportunities,",['opportunities'],['opportun']
Let's,"['let', ""'s""]",['let']
go,['go'],['go']
places,['places'],['place']
together,['together'],['togeth']
unforgettable,['unforgettable'],['unforgett']
seeking,['seeking'],['seek']
"adventure,",['adventure'],['adventur']
dreaming,['dreaming'],['dream']
immersing,['immersing'],['immers']
culture,['culture'],['cultur']
"art,",['art'],['art']
relaxing,['relaxing'],['relax']
turquoise,['turquoise'],['turquois']
"waters,",['waters'],['water']
something,['something'],['someth']
everyone.,['everyone'],['everyon']
Uncover,['uncover'],['uncov']
Hamburg,['hamburg'],['hamburg']
Starting,['starting'],['start']
July,['july'],['juli']
seven,['seven'],['seven']
weekly,['weekly'],['weekli']
Partnership,['partnership'],['partnership']
Southern,['southern'],['southern']
four,['four'],['four']
direct,['direct'],['direct']
Guangzhou,['guangzhou'],['guangzhou']
modern,['modern'],['modern']
Boeing,['boeing'],['boe']
aircraft,['aircraft'],['aircraft']
Airlines.,['airlines'],['airlin']
Venice,['venice'],['venic']
June,['june'],['june']
"Venice,",['venice'],['venic']
Italy.,['italy'],['itali']
flights*,['flights'],['flight']
via,['via'],['via']
Doha.,['doha'],['doha']
already,['already'],['alreadi']
subscribed.,['subscribed'],['subscrib']
change,['change'],['chang']
"preferences,",['preferences'],['prefer']
Something,['something'],['someth']
went,['went'],['went']
wrong.,['wrong'],['wrong']
try,['try'],['tri']
later.,['later'],['later']
Never,['never'],['never']
miss,['miss'],['miss']
offer,['offer'],['offer']
Subscribe,['subscribe'],['subscrib']
first,['first'],['first']
receive,['receive'],['receiv']
